количество детей,возраст,образование,education_id,семейный статус,family_status_id,пол,род деятельности,уровень дохода,цель кредита,просрочки
0,52,высшее,0,женат / замужем,0,F,сотрудник,214508,покупка своего жилья,0
0,23,высшее,0,женат / замужем,0,M,компаньон,93198,покупка жилья для сдачи,0
0,66,высшее,0,Не женат / не замужем,4,F,пенсионер,90039,заняться высшим образованием,0
1,39,среднее,1,гражданский брак,1,M,сотрудник,150442,покупка жилья для сдачи,1
0,42,среднее,1,женат / замужем,0,F,компаньон,76122,высшее образование,0
0,42,среднее,1,вдовец / вдова,2,F,компаньон,147928,покупка коммерческой недвижимости,0
1,27,среднее,1,женат / замужем,0,F,компаньон,178968,строительство собственной недвижимости,0
1,46,среднее,1,женат / замужем,0,M,сотрудник,313898,покупка недвижимости,0
0,70,среднее,1,гражданский брак,1,F,пенсионер,70158,покупка жилья для семьи,0
0,42,высшее,0,в разводе,3,F,компаньон,98466,автомобиль,0
1,30,среднее,1,гражданский брак,1,M,сотрудник,159353,на проведение свадьбы,0
0,41,среднее,1,женат / замужем,0,F,сотрудник,107789,на покупку своего автомобиля,0
1,42,среднее,1,гражданский брак,1,F,сотрудник,137816,сыграть свадьбу,0
0,30,среднее,1,женат / замужем,0,F,сотрудник,203347,приобретение автомобиля,0
2,37,высшее,0,женат / замужем,0,F,сотрудник,81979,на покупку автомобиля,0
0,57,среднее,1,вдовец / вдова,2,F,сотрудник,83301,на покупку своего автомобиля,0
0,61,среднее,1,женат / замужем,0,F,пенсионер,111743,жилье,0
0,45,среднее,1,женат / замужем,0,M,компаньон,263625,покупка коммерческой недвижимости,0
0,51,среднее,1,в разводе,3,F,сотрудник,122124,операции с жильем,0
0,49,среднее,1,женат / замужем,0,F,сотрудник,135561,получение высшего образования,0
0,54,среднее,1,женат / замужем,0,F,компаньон,148638,операции с недвижимостью,0
0,56,высшее,0,женат / замужем,0,M,пенсионер,157487,операции с жильем,0
0,30,среднее,1,гражданский брак,1,F,компаньон,120014,свадьба,1
0,28,высшее,0,Не женат / не замужем,4,F,компаньон,338463,автомобиль,0
0,62,среднее,1,женат / замужем,0,M,пенсионер,128882,строительство собственной недвижимости,0
0,72,высшее,0,женат / замужем,0,M,пенсионер,159358,автомобиль,0
1,29,среднее,1,женат / замужем,0,F,сотрудник,166735,жилье,0
1,47,высшее,0,гражданский брак,1,F,сотрудник,71844,сыграть свадьбу,0
2,33,высшее,0,гражданский брак,1,F,сотрудник,204362,покупка жилья для семьи,1
0,22,неоконченное высшее,2,гражданский брак,1,M,компаньон,166612,на проведение свадьбы,0
0,60,высшее,0,Не женат / не замужем,4,F,сотрудник,190826,ремонт жилью,0
1,55,среднее,1,женат / замужем,0,M,сотрудник,195062,операции со своей недвижимостью,0
1,29,высшее,0,женат / замужем,0,F,сотрудник,93622,операции с жильем,0
0,37,среднее,1,гражданский брак,1,F,сотрудник,174501,сыграть свадьбу,0
1,40,среднее,1,женат / замужем,0,M,сотрудник,116258,покупка жилья для семьи,0
0,44,среднее,1,женат / замужем,0,M,сотрудник,227824,заняться образованием,0
1,20,среднее,1,женат / замужем,0,M,сотрудник,157984,покупка жилья для сдачи,0
0,32,среднее,1,Не женат / не замужем,4,F,компаньон,201462,покупка жилой недвижимости,0
0,53,высшее,0,женат / замужем,0,F,пенсионер,204806,получение высшего образования,0
0,39,высшее,0,женат / замужем,0,F,компаньон,208215,покупка жилой недвижимости,1
1,27,высшее,0,Не женат / не замужем,4,F,госслужащий,201865,покупка жилья,0
0,59,среднее,1,вдовец / вдова,2,F,пенсионер,63387,образование,0
0,50,среднее,1,женат / замужем,0,M,сотрудник,375722,автомобили,0
0,30,высшее,0,Не женат / не замужем,4,M,компаньон,330664,операции с жильем,0
2,46,среднее,1,женат / замужем,0,M,сотрудник,143410,строительство жилой недвижимости,1
0,46,среднее,1,в разводе,3,F,сотрудник,158993,заняться высшим образованием,0
2,35,среднее,1,женат / замужем,0,F,сотрудник,111706,на покупку своего автомобиля,0
0,22,среднее,1,гражданский брак,1,F,сотрудник,144565,строительство жилой недвижимости,0
0,32,высшее,0,Не женат / не замужем,4,M,госслужащий,384893,на покупку автомобиля,0
0,39,среднее,1,женат / замужем,0,F,сотрудник,161380,строительство жилой недвижимости,1
0,27,высшее,0,гражданский брак,1,F,госслужащий,158086,профильное образование,1
0,38,среднее,1,женат / замужем,0,M,компаньон,138319,операции со своей недвижимостью,0
0,39,высшее,0,Не женат / не замужем,4,M,сотрудник,207825,покупка жилья для семьи,0
0,67,начальное,3,женат / замужем,0,F,пенсионер,34570,покупка жилья,0
0,52,среднее,1,гражданский брак,1,F,компаньон,163194,свадьба,0
0,50,среднее,1,Не женат / не замужем,4,F,сотрудник,114258,операции с недвижимостью,0
0,24,среднее,1,гражданский брак,1,F,сотрудник,95966,сыграть свадьбу,0
0,45,среднее,1,Не женат / не замужем,4,F,госслужащий,144921,профильное образование,0
0,56,среднее,1,женат / замужем,0,M,компаньон,80644,свой автомобиль,0
0,49,среднее,1,в разводе,3,F,госслужащий,75278,заняться образованием,0
2,29,среднее,1,женат / замужем,0,M,сотрудник,161380,получение дополнительного образования,0
1,41,среднее,1,женат / замужем,0,M,сотрудник,164817,строительство недвижимости,0
0,63,среднее,1,вдовец / вдова,2,F,пенсионер,120832,покупка жилья для семьи,0
0,43,среднее,1,женат / замужем,0,F,компаньон,187584,операции с коммерческой недвижимостью,0
2,44,среднее,1,гражданский брак,1,F,сотрудник,82520,на проведение свадьбы,0
0,28,среднее,1,женат / замужем,0,M,сотрудник,161380,строительство собственной недвижимости,0
1,31,среднее,1,Не женат / не замужем,4,F,сотрудник,161380,на покупку автомобиля,0
0,40,среднее,1,в разводе,3,F,сотрудник,60187,строительство жилой недвижимости,0
0,34,среднее,1,Не женат / не замужем,4,M,сотрудник,102259,строительство жилой недвижимости,1
0,49,среднее,1,гражданский брак,1,M,сотрудник,98514,жилье,0
0,48,среднее,1,гражданский брак,1,F,сотрудник,113788,свадьба,0
0,42,среднее,1,женат / замужем,0,F,компаньон,67563,образование,0
0,52,среднее,1,гражданский брак,1,F,сотрудник,244355,свадьба,0
0,26,среднее,1,женат / замужем,0,F,сотрудник,43166,покупка жилья для сдачи,0
0,26,среднее,1,женат / замужем,0,F,сотрудник,145901,операции со своей недвижимостью,0
1,32,высшее,0,женат / замужем,0,F,сотрудник,158483,покупка жилья для семьи,0
1,31,среднее,1,гражданский брак,1,F,компаньон,241917,сыграть свадьбу,0
2,27,среднее,1,женат / замужем,0,F,сотрудник,115693,получение высшего образования,1
1,24,среднее,1,женат / замужем,0,F,компаньон,202417,операции с жильем,0
1,44,среднее,1,гражданский брак,1,M,сотрудник,329441,свадьба,0
1,45,неоконченное высшее,2,женат / замужем,0,F,сотрудник,103736,высшее образование,0
1,24,высшее,0,женат / замужем,0,M,сотрудник,174856,покупка недвижимости,0
2,28,среднее,1,женат / замужем,0,M,компаньон,160199,заняться высшим образованием,0
1,37,высшее,0,женат / замужем,0,M,компаньон,483040,строительство жилой недвижимости,0
0,49,высшее,0,женат / замужем,0,M,компаньон,150253,покупка недвижимости,0
0,66,среднее,1,женат / замужем,0,M,пенсионер,153347,покупка недвижимости,0
2,56,среднее,1,женат / замужем,0,F,сотрудник,237821,строительство собственной недвижимости,0
0,58,среднее,1,женат / замужем,0,F,пенсионер,89712,операции с жильем,0
0,62,начальное,3,вдовец / вдова,2,M,пенсионер,52180,покупка жилья для семьи,0
0,63,высшее,0,женат / замужем,0,F,госслужащий,154515,покупка жилья для семьи,0
1,31,среднее,1,женат / замужем,0,M,сотрудник,112958,сделка с подержанным автомобилем,0
1,37,среднее,1,Не женат / не замужем,4,F,компаньон,107715,операции со своей недвижимостью,0
0,53,среднее,1,гражданский брак,1,F,сотрудник,278323,на проведение свадьбы,0
0,26,среднее,1,Не женат / не замужем,4,F,сотрудник,122680,покупка коммерческой недвижимости,0
1,48,среднее,1,гражданский брак,1,F,сотрудник,154766,на покупку автомобиля,0
0,60,высшее,0,женат / замужем,0,M,компаньон,287164,покупка коммерческой недвижимости,0
1,30,среднее,1,женат / замужем,0,M,сотрудник,123639,покупка недвижимости,0
0,53,среднее,1,гражданский брак,1,F,сотрудник,148066,строительство собственной недвижимости,0
3,51,высшее,0,женат / замужем,0,M,компаньон,221588,свой автомобиль,0
0,58,среднее,1,гражданский брак,1,M,сотрудник,161380,на проведение свадьбы,0
0,32,среднее,1,женат / замужем,0,M,сотрудник,134240,профильное образование,1
0,51,высшее,0,женат / замужем,0,F,сотрудник,580657,сделка с подержанным автомобилем,0
0,23,неоконченное высшее,2,гражданский брак,1,F,сотрудник,161380,операции с недвижимостью,0
0,54,среднее,1,в разводе,3,F,пенсионер,319455,образование,0
2,46,среднее,1,женат / замужем,0,F,сотрудник,168555,образование,0
0,49,среднее,1,гражданский брак,1,F,компаньон,155669,жилье,0
0,52,среднее,1,гражданский брак,1,M,сотрудник,102521,свадьба,1
2,42,среднее,1,женат / замужем,0,M,сотрудник,424978,покупка жилья для сдачи,0
0,51,среднее,1,женат / замужем,0,F,компаньон,189473,покупка жилья,0
2,30,среднее,1,женат / замужем,0,F,сотрудник,86248,покупка жилой недвижимости,0
2,30,высшее,0,женат / замужем,0,F,госслужащий,147255,сделка с автомобилем,0
0,37,среднее,1,женат / замужем,0,F,сотрудник,91148,строительство недвижимости,0
1,55,среднее,1,женат / замужем,0,F,сотрудник,102023,покупка жилой недвижимости,0
0,45,среднее,1,Не женат / не замужем,4,M,компаньон,165612,операции с недвижимостью,0
0,39,среднее,1,женат / замужем,0,F,сотрудник,69767,образование,1
1,33,среднее,1,гражданский брак,1,M,сотрудник,182847,строительство жилой недвижимости,0
0,23,высшее,0,Не женат / не замужем,4,M,сотрудник,223221,строительство собственной недвижимости,0
0,52,среднее,1,женат / замужем,0,F,сотрудник,161380,операции с жильем,0
2,36,среднее,1,женат / замужем,0,M,сотрудник,175397,жилье,0
0,32,среднее,1,женат / замужем,0,F,сотрудник,83704,строительство недвижимости,0
0,49,высшее,0,в разводе,3,F,сотрудник,94899,получение высшего образования,1
0,41,среднее,1,женат / замужем,0,M,сотрудник,102141,заняться высшим образованием,0
0,46,среднее,1,в разводе,3,M,компаньон,182537,покупка жилья для сдачи,0
0,27,среднее,1,Не женат / не замужем,4,F,сотрудник,168672,ремонт жилью,0
0,55,высшее,0,Не женат / не замужем,4,F,пенсионер,289246,дополнительное образование,0
0,41,среднее,1,женат / замужем,0,M,сотрудник,136803,покупка жилья для сдачи,0
0,22,неоконченное высшее,2,гражданский брак,1,F,сотрудник,146141,на проведение свадьбы,0
0,30,среднее,1,Не женат / не замужем,4,M,сотрудник,133568,заняться образованием,0
0,59,среднее,1,женат / замужем,0,F,пенсионер,165528,на покупку автомобиля,0
0,42,среднее,1,женат / замужем,0,F,сотрудник,114050,покупка жилья для сдачи,0
0,32,высшее,0,гражданский брак,1,F,сотрудник,161380,на проведение свадьбы,0
0,27,высшее,0,женат / замужем,0,F,госслужащий,208293,операции с коммерческой недвижимостью,0
1,39,среднее,1,женат / замужем,0,F,сотрудник,54971,дополнительное образование,0
1,41,среднее,1,женат / замужем,0,M,компаньон,64110,автомобили,1
0,23,неоконченное высшее,2,женат / замужем,0,F,сотрудник,124534,заняться высшим образованием,0
0,64,среднее,1,женат / замужем,0,F,пенсионер,37921,покупка жилья для сдачи,0
0,58,среднее,1,в разводе,3,F,компаньон,257946,операции с недвижимостью,0
0,52,высшее,0,женат / замужем,0,F,пенсионер,56087,операции с жильем,0
2,32,высшее,0,женат / замужем,0,F,сотрудник,161380,операции с коммерческой недвижимостью,0
1,32,среднее,1,Не женат / не замужем,4,F,госслужащий,130215,покупка недвижимости,0
1,25,среднее,1,женат / замужем,0,F,сотрудник,67509,покупка жилой недвижимости,0
0,62,среднее,1,вдовец / вдова,2,F,пенсионер,84090,дополнительное образование,0
0,52,среднее,1,женат / замужем,0,M,пенсионер,96067,получение высшего образования,0
0,47,неоконченное высшее,2,женат / замужем,0,F,сотрудник,77908,операции с недвижимостью,0
0,41,среднее,1,женат / замужем,0,F,компаньон,248377,операции с недвижимостью,0
0,29,среднее,1,женат / замужем,0,F,госслужащий,130156,дополнительное образование,0
0,64,неоконченное высшее,2,Не женат / не замужем,4,F,пенсионер,137127,сделка с подержанным автомобилем,0
0,46,среднее,1,вдовец / вдова,2,F,сотрудник,110617,получение высшего образования,1
0,57,среднее,1,Не женат / не замужем,4,F,сотрудник,161380,операции с коммерческой недвижимостью,0
1,54,среднее,1,женат / замужем,0,F,компаньон,227708,заняться образованием,0
2,23,высшее,0,гражданский брак,1,F,сотрудник,97699,получение дополнительного образования,0
1,39,среднее,1,Не женат / не замужем,4,F,сотрудник,125116,заняться высшим образованием,0
1,39,среднее,1,женат / замужем,0,F,сотрудник,71509,получение дополнительного образования,0
0,24,среднее,1,Не женат / не замужем,4,M,сотрудник,96786,недвижимость,0
1,47,среднее,1,в разводе,3,M,сотрудник,254939,покупка недвижимости,0
0,40,среднее,1,женат / замужем,0,F,компаньон,146990,высшее образование,0
0,46,среднее,1,Не женат / не замужем,4,F,компаньон,123096,получение высшего образования,0
0,54,среднее,1,в разводе,3,F,пенсионер,137127,операции с недвижимостью,0
0,25,неоконченное высшее,2,Не женат / не замужем,4,M,компаньон,144327,сделка с подержанным автомобилем,0
0,56,среднее,1,женат / замужем,0,F,сотрудник,169423,недвижимость,0
0,45,среднее,1,Не женат / не замужем,4,M,сотрудник,109766,покупка жилья,0
0,54,среднее,1,женат / замужем,0,F,компаньон,227340,сделка с автомобилем,0
0,28,высшее,0,женат / замужем,0,M,сотрудник,221211,автомобили,0
0,48,среднее,1,женат / замужем,0,F,сотрудник,161380,сделка с автомобилем,0
0,33,высшее,0,Не женат / не замужем,4,M,сотрудник,99372,операции со своей недвижимостью,1
0,33,среднее,1,женат / замужем,0,M,сотрудник,80862,автомобили,0
1,32,среднее,1,женат / замужем,0,F,госслужащий,91826,приобретение автомобиля,0
0,31,неоконченное высшее,2,женат / замужем,0,M,сотрудник,291031,приобретение автомобиля,0
0,56,высшее,0,женат / замужем,0,F,сотрудник,105294,покупка недвижимости,0
3,36,ученая степень,4,женат / замужем,0,F,госслужащий,111392,покупка жилья,0
0,43,среднее,1,вдовец / вдова,2,F,сотрудник,185456,приобретение автомобиля,0
0,59,среднее,1,в разводе,3,F,госслужащий,172338,заняться высшим образованием,1
0,40,высшее,0,гражданский брак,1,M,сотрудник,174733,свадьба,0
0,44,среднее,1,женат / замужем,0,M,сотрудник,245100,свой автомобиль,0
0,48,неоконченное высшее,2,в разводе,3,F,компаньон,286287,операции с недвижимостью,1
0,57,среднее,1,женат / замужем,0,F,пенсионер,137127,покупка жилой недвижимости,0
0,57,среднее,1,женат / замужем,0,F,пенсионер,111454,автомобили,0
0,48,высшее,0,гражданский брак,1,M,компаньон,245012,сыграть свадьбу,0
0,48,высшее,0,Не женат / не замужем,4,F,компаньон,202417,покупка своего жилья,0
0,52,высшее,0,женат / замужем,0,F,компаньон,128494,покупка своего жилья,0
0,51,среднее,1,женат / замужем,0,F,сотрудник,297025,получение высшего образования,0
2,39,среднее,1,гражданский брак,1,F,сотрудник,51337,на проведение свадьбы,0
0,37,неоконченное высшее,2,Не женат / не замужем,4,M,госслужащий,196073,операции со своей недвижимостью,0
0,61,начальное,3,женат / замужем,0,F,пенсионер,64101,заняться образованием,0
0,51,среднее,1,женат / замужем,0,M,сотрудник,161380,строительство жилой недвижимости,0
0,45,высшее,0,женат / замужем,0,M,компаньон,176704,операции с коммерческой недвижимостью,0
1,54,среднее,1,гражданский брак,1,M,сотрудник,185694,свадьба,0
0,27,среднее,1,женат / замужем,0,M,компаньон,163436,сделка с автомобилем,0
0,56,среднее,1,женат / замужем,0,F,сотрудник,86751,заняться образованием,0
1,32,высшее,0,гражданский брак,1,F,сотрудник,121545,сыграть свадьбу,0
0,26,неоконченное высшее,2,женат / замужем,0,M,сотрудник,161380,получение дополнительного образования,0
1,53,высшее,0,женат / замужем,0,M,сотрудник,175945,сделка с автомобилем,0
0,58,среднее,1,женат / замужем,0,F,пенсионер,68741,покупка своего жилья,0
1,29,высшее,0,женат / замужем,0,F,сотрудник,109421,ремонт жилью,0
0,54,среднее,1,женат / замужем,0,F,сотрудник,136980,покупка коммерческой недвижимости,0
0,19,среднее,1,Не женат / не замужем,4,M,сотрудник,93343,операции со своей недвижимостью,1
0,49,среднее,1,женат / замужем,0,F,сотрудник,71863,сделка с подержанным автомобилем,0
1,33,среднее,1,женат / замужем,0,F,сотрудник,117359,строительство жилой недвижимости,0
1,37,высшее,0,гражданский брак,1,F,сотрудник,126587,свадьба,0
0,42,среднее,1,женат / замужем,0,F,сотрудник,255733,покупка коммерческой недвижимости,0
1,55,начальное,3,гражданский брак,1,F,пенсионер,25308,дополнительное образование,0
1,57,среднее,1,женат / замужем,0,M,пенсионер,133066,на покупку подержанного автомобиля,0
0,42,среднее,1,гражданский брак,1,M,сотрудник,209303,покупка жилой недвижимости,0
1,32,высшее,0,женат / замужем,0,F,сотрудник,143369,образование,0
1,30,среднее,1,женат / замужем,0,M,сотрудник,66736,строительство жилой недвижимости,0
0,65,среднее,1,женат / замужем,0,F,пенсионер,376956,операции с недвижимостью,0
0,53,высшее,0,женат / замужем,0,F,компаньон,247585,операции с коммерческой недвижимостью,0
1,58,среднее,1,женат / замужем,0,M,пенсионер,178653,заняться высшим образованием,0
2,34,среднее,1,женат / замужем,0,M,сотрудник,48527,образование,0
2,30,среднее,1,женат / замужем,0,F,компаньон,145740,сделка с подержанным автомобилем,0
0,37,высшее,0,женат / замужем,0,M,компаньон,489889,операции с коммерческой недвижимостью,0
0,39,среднее,1,женат / замужем,0,F,госслужащий,141088,покупка недвижимости,0
0,30,среднее,1,гражданский брак,1,F,компаньон,129940,недвижимость,0
0,55,среднее,1,женат / замужем,0,M,пенсионер,174664,операции с недвижимостью,0
1,51,среднее,1,Не женат / не замужем,4,F,компаньон,254806,строительство собственной недвижимости,0
1,33,высшее,0,вдовец / вдова,2,F,сотрудник,281855,ремонт жилью,0
2,35,среднее,1,женат / замужем,0,M,сотрудник,146573,образование,0
3,43,среднее,1,женат / замужем,0,F,сотрудник,488440,операции с жильем,0
0,61,высшее,0,женат / замужем,0,M,пенсионер,132556,на покупку автомобиля,0
0,64,среднее,1,женат / замужем,0,M,пенсионер,171388,свой автомобиль,0
0,54,среднее,1,женат / замужем,0,M,компаньон,88236,заняться высшим образованием,0
0,33,высшее,0,Не женат / не замужем,4,M,сотрудник,133180,операции с недвижимостью,0
0,23,среднее,1,женат / замужем,0,M,сотрудник,77730,покупка жилья для семьи,0
0,33,высшее,0,в разводе,3,F,сотрудник,282351,заняться высшим образованием,0
2,50,высшее,0,женат / замужем,0,F,сотрудник,273083,операции со своей недвижимостью,0
0,39,среднее,1,Не женат / не замужем,4,F,компаньон,119377,жилье,0
0,42,среднее,1,женат / замужем,0,F,сотрудник,161380,заняться высшим образованием,0
0,33,среднее,1,Не женат / не замужем,4,M,компаньон,119954,покупка жилой недвижимости,0
0,57,среднее,1,гражданский брак,1,F,сотрудник,94154,свадьба,0
0,34,среднее,1,женат / замужем,0,M,компаньон,472899,на покупку своего автомобиля,0
0,52,высшее,0,женат / замужем,0,F,сотрудник,225892,автомобили,0
1,52,среднее,1,женат / замужем,0,F,сотрудник,145843,заняться высшим образованием,0
1,39,среднее,1,в разводе,3,F,сотрудник,105646,покупка жилья для семьи,0
0,53,среднее,1,женат / замужем,0,F,сотрудник,175175,операции со своей недвижимостью,0
0,23,неоконченное высшее,2,Не женат / не замужем,4,M,компаньон,230519,образование,0
0,28,высшее,0,женат / замужем,0,M,сотрудник,231711,высшее образование,0
0,25,высшее,0,женат / замужем,0,F,компаньон,215002,покупка своего жилья,0
1,29,высшее,0,женат / замужем,0,F,сотрудник,187056,образование,0
0,54,среднее,1,в разводе,3,F,сотрудник,157920,покупка недвижимости,0
0,28,среднее,1,женат / замужем,0,F,сотрудник,161380,операции с жильем,0
0,54,высшее,0,женат / замужем,0,F,компаньон,229874,недвижимость,0
0,29,среднее,1,женат / замужем,0,F,компаньон,205276,автомобиль,0
1,46,среднее,1,женат / замужем,0,M,компаньон,202417,строительство собственной недвижимости,0
0,22,высшее,0,женат / замужем,0,F,сотрудник,56402,сделка с подержанным автомобилем,0
0,57,среднее,1,женат / замужем,0,F,компаньон,116595,образование,0
1,34,среднее,1,женат / замужем,0,F,сотрудник,221036,на покупку своего автомобиля,0
0,31,высшее,0,женат / замужем,0,F,сотрудник,151507,операции со своей недвижимостью,0
1,47,среднее,1,женат / замужем,0,M,сотрудник,161380,сделка с подержанным автомобилем,0
2,31,среднее,1,женат / замужем,0,M,сотрудник,243658,образование,0
0,61,среднее,1,женат / замужем,0,M,сотрудник,227750,профильное образование,0
1,28,неоконченное высшее,2,Не женат / не замужем,4,F,сотрудник,64212,операции со своей недвижимостью,0
0,45,среднее,1,женат / замужем,0,M,сотрудник,193662,покупка коммерческой недвижимости,0
0,60,высшее,0,гражданский брак,1,F,пенсионер,48200,сыграть свадьбу,0
0,53,высшее,0,женат / замужем,0,F,компаньон,111513,операции с коммерческой недвижимостью,0
0,54,среднее,1,женат / замужем,0,F,пенсионер,66847,получение высшего образования,0
0,51,среднее,1,женат / замужем,0,F,пенсионер,125440,операции с коммерческой недвижимостью,0
1,30,среднее,1,женат / замужем,0,M,сотрудник,135205,заняться образованием,0
2,32,среднее,1,женат / замужем,0,F,сотрудник,219992,на покупку автомобиля,0
0,40,высшее,0,женат / замужем,0,M,компаньон,202417,строительство недвижимости,0
0,27,высшее,0,Не женат / не замужем,4,M,сотрудник,223001,на покупку своего автомобиля,0
1,42,среднее,1,гражданский брак,1,F,компаньон,163330,заняться образованием,0
0,49,среднее,1,женат / замужем,0,M,сотрудник,306438,покупка своего жилья,0
0,44,высшее,0,женат / замужем,0,M,сотрудник,283681,операции с коммерческой недвижимостью,0
0,48,среднее,1,гражданский брак,1,F,компаньон,251836,свадьба,0
0,29,среднее,1,Не женат / не замужем,4,M,сотрудник,223261,заняться высшим образованием,0
1,28,среднее,1,женат / замужем,0,M,сотрудник,100984,на покупку подержанного автомобиля,1
0,23,среднее,1,Не женат / не замужем,4,M,компаньон,212510,получение высшего образования,0
0,58,высшее,0,женат / замужем,0,M,компаньон,140009,образование,0
2,38,среднее,1,женат / замужем,0,M,компаньон,202417,свой автомобиль,0
0,31,среднее,1,в разводе,3,F,госслужащий,154028,покупка своего жилья,0
0,34,среднее,1,гражданский брак,1,F,сотрудник,121699,сыграть свадьбу,0
1,30,среднее,1,в разводе,3,M,госслужащий,219040,покупка жилья,0
0,26,высшее,0,гражданский брак,1,F,сотрудник,163995,покупка своего жилья,1
0,68,начальное,3,женат / замужем,0,M,пенсионер,143377,покупка недвижимости,0
0,34,высшее,0,женат / замужем,0,F,госслужащий,260372,операции со своей недвижимостью,0
0,64,высшее,0,женат / замужем,0,F,пенсионер,130273,строительство жилой недвижимости,0
0,25,высшее,0,Не женат / не замужем,4,M,сотрудник,182644,покупка коммерческой недвижимости,0
1,45,среднее,1,женат / замужем,0,M,компаньон,369166,на покупку подержанного автомобиля,0
0,66,среднее,1,в разводе,3,F,пенсионер,112522,дополнительное образование,0
1,41,среднее,1,гражданский брак,1,F,компаньон,187223,получение высшего образования,0
2,34,среднее,1,женат / замужем,0,F,сотрудник,177886,покупка жилья для сдачи,0
0,59,среднее,1,женат / замужем,0,F,пенсионер,87729,образование,0
1,50,среднее,1,гражданский брак,1,M,сотрудник,102238,на проведение свадьбы,1
0,34,среднее,1,женат / замужем,0,M,сотрудник,158598,покупка жилья,0
0,33,среднее,1,женат / замужем,0,F,компаньон,202417,сделка с автомобилем,0
1,42,высшее,0,в разводе,3,F,компаньон,334627,дополнительное образование,0
1,29,среднее,1,женат / замужем,0,M,сотрудник,176031,сделка с подержанным автомобилем,0
0,37,среднее,1,женат / замужем,0,M,сотрудник,133288,покупка жилья для сдачи,0
1,44,среднее,1,женат / замужем,0,F,сотрудник,161380,профильное образование,0
1,31,среднее,1,гражданский брак,1,F,сотрудник,165586,ремонт жилью,1
0,52,высшее,0,вдовец / вдова,2,F,пенсионер,77895,покупка недвижимости,0
0,62,высшее,0,гражданский брак,1,F,сотрудник,282663,на проведение свадьбы,0
0,50,среднее,1,женат / замужем,0,F,сотрудник,91853,покупка жилой недвижимости,0
0,35,среднее,1,женат / замужем,0,F,компаньон,152090,на покупку автомобиля,0
0,57,среднее,1,в разводе,3,F,компаньон,223636,автомобиль,0
0,55,среднее,1,гражданский брак,1,F,сотрудник,94027,покупка жилья для семьи,0
0,29,высшее,0,женат / замужем,0,F,сотрудник,92964,сделка с автомобилем,0
0,48,среднее,1,женат / замужем,0,F,компаньон,148235,автомобили,0
0,23,высшее,0,Не женат / не замужем,4,F,компаньон,125168,получение высшего образования,0
0,47,высшее,0,гражданский брак,1,F,компаньон,186139,сыграть свадьбу,0
0,38,высшее,0,гражданский брак,1,F,компаньон,160921,на покупку своего автомобиля,0
0,60,среднее,1,женат / замужем,0,F,сотрудник,57052,профильное образование,0
0,50,среднее,1,женат / замужем,0,F,сотрудник,80911,операции с недвижимостью,0
3,47,среднее,1,женат / замужем,0,F,госслужащий,143595,сделка с подержанным автомобилем,0
0,50,высшее,0,женат / замужем,0,F,сотрудник,94200,дополнительное образование,0
0,57,высшее,0,женат / замужем,0,F,пенсионер,116459,покупка коммерческой недвижимости,0
0,32,неоконченное высшее,2,женат / замужем,0,F,сотрудник,98540,строительство собственной недвижимости,0
0,58,среднее,1,в разводе,3,F,пенсионер,78111,строительство собственной недвижимости,0
3,41,высшее,0,женат / замужем,0,M,сотрудник,166571,заняться образованием,1
0,56,среднее,1,женат / замужем,0,M,компаньон,276729,операции с жильем,0
0,46,среднее,1,Не женат / не замужем,4,M,сотрудник,311898,автомобили,1
0,64,среднее,1,женат / замужем,0,M,пенсионер,289338,получение дополнительного образования,0
1,51,среднее,1,гражданский брак,1,M,сотрудник,146812,свадьба,0
4,28,среднее,1,женат / замужем,0,M,сотрудник,183135,покупка жилья,1
0,60,высшее,0,женат / замужем,0,F,госслужащий,159498,покупка жилья для сдачи,0
0,42,среднее,1,женат / замужем,0,F,госслужащий,40264,покупка коммерческой недвижимости,0
0,57,среднее,1,женат / замужем,0,F,пенсионер,128056,профильное образование,0
1,35,среднее,1,женат / замужем,0,F,компаньон,88271,строительство собственной недвижимости,0
0,61,среднее,1,женат / замужем,0,M,пенсионер,123126,операции с коммерческой недвижимостью,0
0,58,среднее,1,женат / замужем,0,F,сотрудник,124306,строительство жилой недвижимости,0
1,41,среднее,1,женат / замужем,0,M,компаньон,343019,автомобили,0
1,46,среднее,1,гражданский брак,1,M,компаньон,289352,на проведение свадьбы,0
0,69,среднее,1,вдовец / вдова,2,F,пенсионер,173642,покупка коммерческой недвижимости,0
0,66,среднее,1,женат / замужем,0,F,пенсионер,85340,покупка жилой недвижимости,0
1,26,среднее,1,женат / замужем,0,M,сотрудник,189828,заняться образованием,1
0,52,среднее,1,гражданский брак,1,F,сотрудник,179840,свадьба,0
1,37,среднее,1,гражданский брак,1,M,сотрудник,126210,сыграть свадьбу,0
0,57,среднее,1,гражданский брак,1,F,пенсионер,266504,сыграть свадьбу,0
1,44,среднее,1,женат / замужем,0,M,сотрудник,160990,покупка жилья для семьи,0
0,44,среднее,1,Не женат / не замужем,4,F,сотрудник,216240,автомобили,1
0,35,среднее,1,женат / замужем,0,M,сотрудник,57642,покупка жилой недвижимости,0
0,50,высшее,0,женат / замужем,0,M,компаньон,216782,ремонт жилью,0
1,45,среднее,1,гражданский брак,1,F,компаньон,163582,недвижимость,0
1,31,среднее,1,гражданский брак,1,F,компаньон,202417,сыграть свадьбу,1
