марка,модель кузова,километраж,объем двигателя,тип двигателя,регистрация,год,модель,привод,цена
Opel,sedan,300,1.8,Petrol,yes,1997,Vectra B,front,3350.0
Volvo,sedan,135,1.6,Petrol,yes,2009,S40,front,10900.0
BMW,crossover,20,3.0,Diesel,yes,2014,X5,full,75000.0
Volkswagen,sedan,325,1.8,Gas,yes,2003,Passat B5,front,7650.0
Volkswagen,sedan,82,1.8,Petrol,yes,2011,Passat B7,front,19500.0
Mitsubishi,sedan,145,2.0,Gas,yes,2007,Lancer,front,8000.0
Nissan,sedan,280,2.6290927510130397,Petrol,yes,1990,Sunny,front,2600.0
Toyota,crossover,128,4.7,Gas,yes,2004,Land Cruiser 100,full,25555.0
Skoda,vagon,198,1.6,Diesel,yes,2012,Octavia A5,front,13000.0
Great Wall,crossover,70,2.4,Gas,yes,2008,Hover,full,8500.0
Volkswagen,van,205,2.0,Petrol,yes,2006,Passat B6,front,9500.0
Renault,hatch,68,1.2,Petrol,yes,2009,Modus,front,7450.0
Opel,sedan,247,1.6,Petrol,no,1996,Vectra B,front,1750.0
Honda,crossover,318,2.0,Petrol,yes,1997,CR-V,full,6500.0
Geely,sedan,21,1.5,Gas,yes,2014,Emgrand 7 (EC7),front,8500.0
Peugeot,sedan,155,2.0,Petrol,yes,2007,407,front,8500.0
Audi,sedan,225,2.4,Petrol,yes,2005,A6,front,10900.0
Toyota,crossover,85,4.0,Petrol,yes,2007,Land Cruiser Prado,full,27500.0
Volkswagen,crossover,151,3.0,Diesel,yes,2009,Touareg,full,22500.0
Moskvich-Izh,van,160,1.6,Gas,yes,2005,2717,rear,1100.0
Toyota,crossover,238,4.0,Gas,yes,2004,Land Cruiser Prado,full,16800.0
BMW,crossover,308,4.6,Gas,yes,2003,X5,full,17200.0
Daewoo,sedan,78,1.3,Gas,yes,2011,Sens,front,4000.0
Saab,sedan,210,2.3,Petrol,yes,2000,9-May,front,7000.0
Opel,sedan,218,1.6,Gas,yes,2002,Astra G,front,5200.0
Citroen,van,48,1.6,Diesel,yes,2013,Berlingo ãðóç.,front,7950.0
Chrysler,sedan,129,2.7,Gas,yes,2006,300 C,rear,10700.0
Honda,hatch,140,1.8,Petrol,yes,2007,Civic,front,8780.85
Skoda,sedan,80,1.8,Petrol,yes,2008,Superb,front,11300.0
UAZ,crossover,1,2.4,Petrol,yes,2016,469,full,5500.0
Chery,sedan,86,2.0,Gas,yes,2008,Eastar,front,4800.0
Mercedes-Benz,van,55,3.0,Diesel,yes,2011,Viano ïàññ.,rear,41000.0
Ford,other,333,1.6,Petrol,yes,1987,Sierra,rear,1099.0
Nissan,sedan,241,2.0,Petrol,yes,2004,Maxima,front,5800.0
Land Rover,crossover,45,5.0,Petrol,yes,2013,Range Rover Sport,full,81500.0
Mazda,other,135,1.3,Petrol,yes,2004,RX-8,rear,6500.0
Lancia,sedan,1,2.5,Diesel,yes,1990,Thema,front,1950.0
Hyundai,van,125,1.5,Diesel,yes,2007,Matrix,front,7200.0
Daewoo,sedan,140,1.5,Gas,yes,2008,Lanos,front,4299.0
Mercedes-Benz,sedan,319,3.2,Gas,yes,1997,S 320,rear,7500.0
Volkswagen,sedan,118,1.8,Petrol,yes,2008,Passat B6,front,10600.0
Mercedes-Benz,van,3,2.2,Diesel,yes,2016,V 250,full,85000.0
Ford,sedan,65,2.3,Petrol,yes,2009,Mondeo,front,13500.0
Toyota,crossover,388,4.2,Diesel,yes,1997,Land Cruiser 80,full,8800.0
Hyundai,other,186,1.3,Petrol,yes,2005,Getz,front,5300.0
ZAZ,other,165,1.2,Gas,yes,2004,110557,front,1250.0
Mazda,sedan,110,2.6290927510130397,Petrol,yes,2010,6,front,12750.0
Volkswagen,sedan,230,2.0,Gas,yes,1996,Passat B4,front,4500.0
Mercedes-Benz,van,174,2.2,Diesel,yes,2012,Vito ãðóç.,rear,11400.0
Toyota,vagon,89,1.8,Petrol,yes,2012,Avensis,front,18800.0
Mazda,hatch,280,2.0,Gas,yes,1998,626,front,4900.0
Mercedes-Benz,other,10,2.2,Diesel,yes,2012,E-Class,rear,46900.0
Hyundai,crossover,72,2.0,Gas,yes,2011,IX35,full,18500.0
Mitsubishi,sedan,99,1.6,Petrol,yes,2005,Lancer,front,7000.0
Nissan,hatch,88,1.2,Petrol,yes,2008,Micra,front,7600.0
Mercedes-Benz,van,180,2.3,Diesel,yes,1998,Vito ãðóç.,front,4500.0
Volkswagen,van,283,2.5,Diesel,yes,2005,T5 (Transporter) ïàññ.,front,10000.0
Nissan,hatch,500,2.0,Petrol,yes,1991,Primera,front,3000.0
Lexus,crossover,215,3.0,Gas,no,2000,RX 300,full,4400.0
Renault,sedan,97,1.6,Petrol,yes,2008,Megane,front,7600.0
Volkswagen,sedan,97,1.4,Gas,yes,2012,Passat B7,front,14700.0
Renault,vagon,1,1.5,Diesel,yes,2005,Megane,front,7150.0
BMW,crossover,80,3.0,Petrol,yes,2011,X6,full,45000.0
Toyota,sedan,178,1.8,Petrol,yes,2007,Avensis,front,9800.0
Nissan,crossover,350,3.3,Gas,no,2000,Pathfinder,full,3330.0
Skoda,crossover,83,1.2,Petrol,yes,2012,Yeti,front,12226.5
VAZ,sedan,1,1.6,Petrol,yes,2008,2115,front,3800.0
Mercedes-Benz,crossover,148,3.2,Petrol,yes,2001,ML 320,full,11000.0
Opel,vagon,400,1.4,Petrol,yes,1991,Kadett,front,2500.0
Fiat,van,185,2.0,Diesel,yes,2009,Scudo ïàññ.,front,9800.0
Volkswagen,sedan,297,1.6,Petrol,yes,1987,Jetta,front,1900.0
BMW,sedan,127,2.5,Petrol,yes,2010,523,rear,28000.0
Daewoo,sedan,27,1.3,Petrol,yes,2005,Sens,front,4500.0
VAZ,hatch,80,1.5,Gas,yes,1997,2109,front,1800.0
Honda,crossover,20,2.0,Petrol,yes,2012,CR-V,full,25000.0
Volkswagen,sedan,74,2.0,Petrol,no,2011,Jetta,front,6500.0
Nissan,hatch,25,2.6290927510130397,Other,yes,2014,Leaf,front,17000.0
Nissan,hatch,33,2.6290927510130397,Other,yes,2014,Leaf,front,15300.0
Subaru,crossover,115,3.6,Petrol,yes,2008,Tribeca,full,15590.0
Kia,sedan,220,2.0,Petrol,yes,2002,Magentis,front,5000.0
Volkswagen,van,282,2.5,Diesel,yes,2006,T5 (Transporter) ïàññ.,front,11000.0
Toyota,other,83,1.6,Other,yes,2008,Corolla,front,10100.0
Audi,vagon,250,2.5,Diesel,no,1998,A6,front,3500.0
Kia,crossover,125,2.2,Diesel,yes,2012,Sorento,full,23500.0
Ford,hatch,86,1.4,Gas,yes,2011,Fiesta,front,10800.0
Ford,hatch,122,1.8,Diesel,yes,2008,Focus,front,9200.0
Renault,van,250,1.9,Diesel,yes,2006,Trafic ïàññ.,front,8800.0
Lexus,sedan,183,3.3,Gas,yes,2003,ES 330,front,10800.0
Renault,van,143,2.0,Diesel,yes,2009,Trafic ïàññ.,front,11900.0
Nissan,crossover,218,2.5,Petrol,yes,2003,X-Trail,full,7900.0
VAZ,hatch,100,1.45,Petrol,yes,2001,21093,front,1999.0
Mercedes-Benz,other,85,5.5,Petrol,yes,2008,CL 55 AMG,rear,34999.0
Mercedes-Benz,crossover,99,5.5,Petrol,yes,2009,G 55 AMG,full,70500.0
Mitsubishi,crossover,170,3.0,Gas,yes,2005,Pajero Sport,full,11500.0
BMW,crossover,180,4.8,Petrol,yes,2008,X5,full,23500.0
Hyundai,crossover,160,2.0,Diesel,yes,2006,Santa FE,full,8900.0
Hyundai,sedan,9,1.4,Diesel,yes,2014,i30,front,13999.0
Volkswagen,hatch,62,1.4,Petrol,yes,2012,Polo,front,12300.0
Volkswagen,van,170,1.6,Diesel,yes,2013,Caddy ãðóç.,front,10500.0
Skoda,sedan,135,1.4,Petrol,yes,2010,Fabia,front,7500.0
Daewoo,sedan,178,1.6,Gas,yes,2003,Nubira,front,5700.0
Renault,van,66,1.5,Diesel,yes,2014,Kangoo ãðóç.,front,8250.0
Daewoo,hatch,90,0.8,Petrol,yes,2006,Matiz,front,3400.0
Mazda,crossover,107,2.3,Petrol,yes,2008,CX-7,full,14200.0
Ford,van,137,1.8,Diesel,yes,2011,Transit Connect ãðóç.,front,7000.0
Peugeot,hatch,190,2.6290927510130397,Gas,yes,2008,206,front,5900.0
Volkswagen,van,210,2.0,Diesel,yes,2012,Caddy ãðóç.,front,11500.0
Volkswagen,hatch,400,1.8,Gas,yes,1989,Golf II,front,2700.0
Hyundai,crossover,170,2.0,Petrol,yes,2008,Tucson,front,9000.0
Toyota,sedan,250,2.4,Gas,yes,2003,Camry,front,9200.0
Ford,van,280,2.0,Diesel,yes,2004,Transit ïàññ.,front,3000.0
Skoda,hatch,68,1.4,Petrol,yes,2012,Fabia,front,8500.0
Lexus,sedan,157,3.0,Petrol,yes,2007,GS 300,rear,17000.0
Opel,van,143,2.0,Other,yes,2011,Vivaro ãðóç.,front,9350.0
Mitsubishi,sedan,122,1.6,Petrol,yes,2008,Lancer,front,6900.0
Toyota,van,161,2.5,Diesel,yes,2002,Hiace ïàññ.,rear,11500.0
Volkswagen,van,218,1.9,Diesel,yes,2008,T5 (Transporter) ïàññ.,front,11800.0
BMW,crossover,101,2.5,Gas,yes,2007,X3,full,21700.0
Volkswagen,vagon,200,1.9,Diesel,no,1999,Passat B5,front,2300.0
Mercedes-Benz,sedan,168,2.0,Petrol,no,1994,E-Class,rear,2200.0
VAZ,sedan,76,1.3,Petrol,yes,1983,2105,rear,950.0
Smart,hatch,171,0.6,Petrol,yes,2002,Fortwo,rear,3999.0
Chevrolet,sedan,104,1.5,Petrol,yes,2005,Aveo,front,4500.0
Mercedes-Benz,other,248,2.0,Petrol,no,1999,CLK 200,rear,2900.0
BMW,other,144,3.0,Petrol,yes,2004,530,rear,15250.0
Mazda,sedan,152,1.6,Petrol,yes,2007,3,front,7200.0
Mercedes-Benz,other,220,3.2,Diesel,yes,2003,E-Class,rear,11300.0
Mercedes-Benz,sedan,440,2.0,Petrol,yes,1978,E-Class,rear,5500.0
BMW,crossover,140,4.8,Petrol,yes,2009,X5,full,26900.0
Honda,hatch,210,1.4,Gas,yes,1998,Civic,front,4599.0
Land Rover,crossover,47,4.4,Diesel,yes,2013,Range Rover,full,96000.0
Nissan,crossover,0,1.6,Petrol,yes,2016,Juke,front,19451.25
Volkswagen,vagon,165,1.4,Petrol,yes,2013,Passat B7,front,14900.0
Renault,sedan,100,1.6,Gas,yes,2008,Megane,front,7700.0
Honda,sedan,124,1.8,Petrol,yes,2007,Civic,front,8900.0
Volkswagen,vagon,185,2.0,Diesel,yes,2011,Passat B7,front,19000.0
Porsche,crossover,140,4.8,Petrol,yes,2011,Cayenne,full,47900.0
Subaru,crossover,142,2.6290927510130397,Other,yes,2007,Forester,full,8000.0
Ford,van,216,1.8,Diesel,yes,2010,Transit Connect ãðóç.,front,5700.0
Peugeot,hatch,153,2.0,Gas,yes,2005,307,front,7250.0
Volkswagen,sedan,367,2.0,Petrol,yes,1991,Passat B3,front,3200.0
Opel,vagon,210,2.5,Diesel,no,2001,Omega,rear,2200.0
Nissan,sedan,2,2.6290927510130397,Other,yes,2015,Leaf,front,16500.0
Mitsubishi,crossover,100,3.2,Diesel,yes,2011,Pajero Wagon,full,8400.0
Ford,sedan,86,1.6,Petrol,yes,2011,Focus,front,8950.0
Ford,sedan,130,2.5,Gas,yes,2008,Mondeo,front,12000.0
Geely,sedan,46,1.5,Gas,yes,2013,Emgrand 7 (EC7),front,8499.0
VAZ,sedan,100,1.6,Petrol,yes,1992,2107,rear,1300.0
Volkswagen,crossover,130,3.6,Gas,yes,2007,Touareg,full,17900.0
VAZ,sedan,98,1.5,Gas,yes,1982,2106,rear,1100.0
Mercedes-Benz,other,260,2.2,Diesel,yes,2000,Vito ïàññ.,front,7000.0
SsangYong,crossover,159,2.7,Diesel,yes,2008,Rexton II,full,12900.0
Mercedes-Benz,sedan,231,3.5,Gas,yes,2005,E-Class,rear,15800.0
Volkswagen,van,460,1.9,Diesel,yes,1997,T4 (Transporter) ïàññ.,front,6000.0
Hyundai,crossover,97,2.0,Gas,yes,2011,IX35,full,17250.0
Chery,sedan,140,1.6,Gas,yes,2008,Amulet,front,3000.0
Volkswagen,van,352,2.5,Diesel,yes,2001,T4 (Transporter) ïàññ.,front,7800.0
VAZ,sedan,152,1.6,Petrol,yes,2008,2170,front,3550.0
Skoda,vagon,123,1.4,Petrol,yes,2007,Fabia,front,6777.0
Nissan,sedan,73,2.5,Petrol,yes,2013,Teana,front,13990.0
Mitsubishi,sedan,350,1.6,Petrol,yes,1994,Lancer,front,2900.0
Daewoo,sedan,154,1.5,Gas,yes,2008,Lanos,front,4000.0
Honda,sedan,90,2.4,Petrol,yes,2008,Accord,front,16200.0
Audi,sedan,450,2.5,Diesel,no,1999,A6,front,2750.0
Opel,sedan,144,2.2,Petrol,no,2004,Vectra C,front,4000.0
Volkswagen,sedan,59,2.0,Petrol,no,2010,Passat B6,front,9000.0
BMW,sedan,180,2.0,Petrol,yes,2002,318,rear,10800.0
Ford,sedan,130,1.6,Petrol,yes,2011,Mondeo,front,10800.0
VAZ,sedan,110,1.6,Petrol,yes,2008,21099,front,3450.0
BMW,sedan,240,2.5,Diesel,no,2002,525,rear,4300.0
Opel,hatch,270,2.6290927510130397,Petrol,no,1997,Vectra B,front,1390.0
Nissan,hatch,27,2.6290927510130397,Other,yes,2013,Leaf,front,18000.0
Renault,van,189,1.9,Diesel,yes,2005,Trafic ïàññ.,front,8000.0
Mercedes-Benz,hatch,103,1.5,Petrol,yes,2007,A 150,front,11700.0
Honda,sedan,140,2.4,Petrol,yes,2008,Accord,front,14800.0
Kia,crossover,137,2.0,Gas,yes,2012,Sportage,front,16200.0
Opel,sedan,1,2.0,Petrol,yes,1988,Omega,rear,1400.0
Mercedes-Benz,sedan,270,2.7,Diesel,yes,2001,E-Class,rear,9300.0
Renault,vagon,180,1.6,Gas,yes,2010,Kangoo ïàññ.,front,8200.0
Hyundai,sedan,67,1.8,Petrol,yes,2012,Elantra,front,13950.0
Skoda,sedan,130,2.0,Diesel,yes,2009,Octavia A5,front,9700.0
Lexus,sedan,227,2.0,Diesel,no,2000,IS 200,front,2800.0
VAZ,hatch,198,1.6,Gas,yes,2005,2112,front,3100.0
Kia,sedan,100,1.6,Gas,yes,2012,Rio,front,11500.0
Audi,vagon,222,2.5,Diesel,yes,2005,A6,front,10700.0
Hyundai,sedan,103,1.5,Diesel,yes,2008,Accent,front,6999.0
Toyota,crossover,128,4.0,Gas,yes,2007,Land Cruiser Prado,full,25200.0
Nissan,sedan,220,1.4,Gas,yes,1997,Almera,front,3400.0
Smart,sedan,155,0.6,Petrol,yes,1999,Fortwo,rear,3450.0
BMW,crossover,29,3.0,Petrol,yes,2011,X3,full,42500.0
Opel,sedan,189,1.6,Petrol,yes,2011,Astra H,front,9300.0
Mercedes-Benz,other,185,2.2,Diesel,yes,2012,Vito ãðóç.,rear,12250.0
BMW,sedan,61,2.6290927510130397,Petrol,yes,2013,535,rear,38000.0
VAZ,other,1,1.3,Gas,yes,1988,2105,rear,1650.0
Opel,sedan,278,2.0,Gas,yes,1991,Omega,rear,2700.0
Jaguar,sedan,240,3.0,Petrol,yes,2001,X-Type,full,9800.0
Toyota,hatch,120,1.4,Petrol,yes,2013,Auris,front,11950.0
Volkswagen,hatch,56,2.0,Petrol,yes,2012,Golf GTI,front,18900.0
Volkswagen,sedan,85,1.4,Petrol,yes,2013,Jetta,front,14800.0
Hyundai,crossover,112,2.0,Petrol,yes,2008,Tucson,full,10500.0
Renault,van,200,1.9,Diesel,yes,2005,Trafic ïàññ.,front,8800.0
Honda,sedan,180,2.0,Petrol,yes,2006,Accord,front,11000.0
Chevrolet,sedan,134,1.6,Gas,yes,2008,Aveo,front,6550.0
Fiat,hatch,179,1.4,Gas,yes,1992,Tipo,front,3100.0
BMW,sedan,65,2.0,Petrol,yes,2013,520,rear,33500.0
Land Rover,crossover,295,4.6,Gas,yes,2000,Range Rover,full,8900.0
Subaru,sedan,226,1.6,Gas,yes,2002,Impreza,full,6500.0
Chevrolet,hatch,137,1.5,Petrol,yes,2006,Aveo,front,5400.0
Ford,hatch,36,1.3,Petrol,yes,2012,Fiesta,front,8400.0
Volkswagen,sedan,56,1.4,Other,yes,2013,Jetta,front,15800.0
Honda,other,180,2.4,Petrol,yes,2008,Accord,front,15000.0
Renault,van,183,2.0,Diesel,yes,2012,Trafic ãðóç.,front,10200.0
VAZ,hatch,54,1.1,Gas,yes,1992,2108,front,1500.0
Chevrolet,van,318,3.1,Petrol,yes,1994,Lumina,front,3500.0
VAZ,hatch,188,2.6290927510130397,Gas,yes,2005,2114,front,2900.0
Volkswagen,hatch,128,1.4,Petrol,yes,2010,Polo,front,8900.0
Volkswagen,crossover,117,2.5,Diesel,yes,2006,Touareg,full,18000.0
ZAZ,hatch,164,2.6290927510130397,Petrol,yes,2005,Òàâðèÿ-Íîâà,front,1250.0
Chery,other,111,1.3,Gas,yes,2007,Jaggi,front,3000.0
Peugeot,van,28,1.6,Diesel,yes,2014,Partner ãðóç.,front,10800.0
Lexus,sedan,172,4.6,Petrol,yes,2008,LS 460,rear,22200.0
Mercedes-Benz,sedan,266,5.0,Gas,yes,2004,S 500,rear,10500.0
Toyota,crossover,150,2.0,Petrol,yes,2000,Rav 4,front,7000.0
Mazda,sedan,200,2.0,Diesel,yes,1987,626,front,1100.0
Chevrolet,vagon,129,1.8,Gas,yes,2007,Lacetti,front,5800.0
Mercedes-Benz,crossover,52,3.0,Diesel,yes,2013,ML 350,full,49500.0
Skoda,sedan,140,1.5,Gas,yes,2007,Superb,front,9300.0
VAZ,sedan,104,1.5,Gas,yes,2008,2115,front,3700.0
VAZ,sedan,87,1.6,Petrol,yes,2002,2107,rear,1400.0
Seat,hatch,50,1.8,Petrol,yes,2014,Leon,front,24000.0
Chevrolet,other,1,2.0,Petrol,yes,2016,Camaro,rear,58500.0
Mercedes-Benz,van,171,2.2,Diesel,yes,2011,Vito ãðóç.,rear,14500.0
Chevrolet,crossover,62,1.7,Petrol,yes,2006,Niva,full,4999.0
Toyota,crossover,328,4.2,Diesel,yes,1993,Land Cruiser 80,full,16500.0
Opel,sedan,398,1.8,Gas,yes,1995,Vectra A,front,3500.0
Daewoo,sedan,175,1.5,Gas,yes,2007,Nexia,front,2650.0
Suzuki,crossover,103,2.0,Gas,yes,2007,Grand Vitara,full,12000.0
BMW,crossover,138,3.0,Petrol,yes,2009,X6,full,32000.0
Hyundai,crossover,184,2.0,Gas,yes,2007,Tucson,full,10300.0
Skoda,hatch,60,1.2,Petrol,yes,2011,Fabia,front,6999.0
Hyundai,sedan,113,1.5,Diesel,yes,2008,Accent,front,7000.0
Mazda,crossover,95,2.3,Gas,yes,2007,CX-7,full,12500.0
Mercedes-Benz,other,280,2.6290927510130397,Diesel,yes,2001,Vito ïàññ.,front,8700.0
Hyundai,hatch,110,1.4,Other,yes,2005,Getz,front,5100.0
Opel,sedan,319,2.0,Petrol,yes,1989,Vectra A,front,2800.0
Toyota,crossover,200,4.5,Gas,yes,1996,Land Cruiser 80,full,10500.0
Chrysler,hatch,98,2.4,Gas,yes,2009,PT Cruiser,front,12900.0
Volkswagen,vagon,1,1.9,Diesel,no,2001,Passat B5,front,2750.0
Hyundai,hatch,133,1.4,Petrol,yes,2004,Getz,front,5400.0
Infiniti,crossover,110,3.5,Gas,yes,2004,FX 35,full,15900.0
Mitsubishi,crossover,225,2.5,Petrol,yes,1997,Pajero,full,6990.0
Audi,vagon,75,2.0,Diesel,yes,2013,Q3,full,38500.0
VAZ,sedan,52,1.6,Petrol,yes,2008,2170,front,4800.0
Subaru,sedan,140,1.6,Gas,yes,2003,Impreza,full,6500.0
Audi,vagon,198,4.2,Gas,yes,2005,A6 Allroad,full,10500.0
Volkswagen,hatch,217,1.6,Gas,yes,1997,Golf III,front,4300.0
Honda,crossover,137,2.4,Gas,yes,2008,CR-V,full,15400.0
Nissan,van,90,1.6,Gas,yes,2008,Note,front,9200.0
Mercedes-Benz,sedan,22,3.0,Diesel,yes,2014,S 350,full,121500.0
Toyota,sedan,203,2.6290927510130397,Petrol,yes,2005,Camry,front,12800.0
Mitsubishi,vagon,174,3.2,Diesel,yes,2006,Pajero Wagon,full,16000.0
Skoda,sedan,139,1.8,Petrol,yes,2008,Superb,front,10800.0
Skoda,hatch,205,1.8,Gas,yes,2007,Octavia Tour,front,7500.0
Volkswagen,van,167,2.0,Diesel,yes,2013,Multivan,front,34500.0
BMW,crossover,175,3.0,Gas,no,2005,X5,full,8100.0
BMW,crossover,240,4.4,Gas,yes,2002,X5,full,14000.0
Fiat,hatch,125,1.2,Petrol,yes,2010,500,front,8000.0
Mazda,other,100,1.3,Petrol,yes,2005,RX-8,rear,6500.0
Chery,hatch,85,1.6,Petrol,yes,2010,M11,front,6000.0
Mercedes-Benz,van,1,2.2,Other,yes,2006,Vito ïàññ.,rear,11299.0
Mitsubishi,van,258,2.6290927510130397,Diesel,yes,1999,L 400 ïàññ.,rear,5999.0
Citroen,sedan,200,2.0,Petrol,yes,2002,C5,front,5400.0
Volkswagen,sedan,0,1.6,Petrol,yes,2016,Polo,front,13300.95
Volkswagen,sedan,0,1.6,Petrol,yes,2016,Jetta,front,17191.2
Volkswagen,sedan,0,1.6,Petrol,yes,2016,Polo,front,13893.75
Daewoo,hatch,46,0.8,Petrol,yes,2014,Matiz,front,4600.0
Volkswagen,hatch,94,1.1,Petrol,yes,1982,Golf II,front,1950.0
Volkswagen,crossover,148,3.0,Diesel,yes,2007,Touareg,full,17300.0
Volkswagen,vagon,250,1.9,Diesel,yes,1992,Passat B3,front,3000.0
BMW,sedan,180,2.0,Other,no,2011,520,rear,18000.0
Daewoo,sedan,230,10.0,Gas,yes,1997,Nexia,front,2199.0
Skoda,sedan,215,8.0,Petrol,yes,2002,Octavia,front,5500.0
Renault,van,189,2.0,Diesel,yes,2010,Trafic ãðóç.,front,9500.0
Volkswagen,sedan,320,1.9,Diesel,yes,2001,Passat B5,front,6500.0
VAZ,sedan,140,1.6,Gas,yes,2010,2115,front,3900.0
Mitsubishi,sedan,163,2.0,Petrol,yes,2008,Lancer X,front,9200.0
VAZ,hatch,125,1.6,Gas,yes,2007,1119,front,3900.0
BMW,sedan,315,2.5,Diesel,yes,2001,525,rear,9500.0
Ford,sedan,98,2.3,Gas,yes,2010,Mondeo,front,13500.0
Volkswagen,sedan,201,2.0,Petrol,yes,2007,Passat B6,front,9700.0
BMW,sedan,238,3.0,Diesel,no,2004,730,rear,8200.0
BMW,crossover,19,2.5,Diesel,yes,2015,X5,full,71500.0
Mazda,sedan,138,1.6,Gas,yes,2007,3,front,8900.0
Nissan,sedan,195,1.6,Petrol,yes,2006,Primera,front,8500.0
BMW,other,160,1.8,Petrol,yes,1997,318,rear,8999.0
Peugeot,sedan,0,1.2,Petrol,yes,2016,301,front,11596.65
Opel,hatch,22,2.2,Diesel,no,2003,Vectra C,front,3500.0
Land Rover,crossover,75,5.0,Petrol,yes,2012,Range Rover,full,46000.0
Mercedes-Benz,crossover,1,3.5,Gas,yes,2006,ML 350,full,18500.0
Audi,sedan,305,2.3,Gas,yes,1989,100,front,2400.0
Volkswagen,van,305,2.6290927510130397,Diesel,yes,2004,Caddy ïàññ.,front,6400.0
Kia,van,180,2.9,Diesel,yes,2008,Carnival,front,10650.0
Mercedes-Benz,van,266,2.2,Diesel,yes,2008,Vito ãðóç.,rear,9200.0
ZAZ,sedan,35,1.1,Petrol,yes,1995,1102 Òàâðèÿ,front,950.0
Acura,sedan,126,3.5,Gas,yes,2006,RL,full,12900.0
Mazda,sedan,297,1.5,Petrol,yes,1996,323,front,2950.0
Mercedes-Benz,sedan,298,5.0,Petrol,yes,2004,S 500,full,12000.0
Mitsubishi,crossover,235,3.2,Diesel,no,2001,Pajero,full,6300.0
ZAZ,sedan,75,1.3,Gas,yes,2011,Sens,front,4000.0
Skoda,vagon,214,1.6,Diesel,yes,2010,Octavia A5,front,12899.0
Opel,van,161,2.0,Diesel,yes,2013,Vivaro ãðóç.,front,9950.0
Mitsubishi,crossover,89,3.8,Petrol,yes,2008,Pajero Wagon,full,17000.0
Mercedes-Benz,crossover,220,3.2,Gas,yes,1999,ML 320,full,9000.0
Mercedes-Benz,van,200,2.2,Diesel,yes,2000,Vito ïàññ.,front,6000.0
Lexus,crossover,4,2.7,Petrol,yes,2015,RX 270,front,47500.0
VAZ,crossover,1,1.7,Petrol,yes,1995,2121,full,2700.0
Ford,vagon,91,1.6,Petrol,yes,2012,C-Max,front,12226.5
Mercedes-Benz,other,37,5.0,Petrol,yes,2012,G 500,full,300000.0
Chevrolet,sedan,136,1.8,Petrol,yes,2013,Cruze,front,10140.585
Toyota,hatch,75,1.4,Diesel,yes,2012,Yaris,front,12500.0
VAZ,hatch,160,1.6,Petrol,yes,2007,2112,front,3100.0
BMW,sedan,295,2.0,Petrol,yes,1994,520,rear,4900.0
Mitsubishi,crossover,11,2.5,Diesel,yes,2012,Pajero Sport,full,24500.0
Lexus,sedan,78,4.6,Petrol,yes,2013,LS 460,full,75000.0
Lincoln,crossover,270,5.4,Gas,yes,1998,Navigator,full,12500.0
Volkswagen,sedan,2,1.6,Diesel,yes,2016,Jetta,front,24800.0
Daewoo,other,78,1.5,Petrol,yes,2011,Lanos,front,4700.0
Mercedes-Benz,crossover,0,3.0,Diesel,yes,2016,G 350,full,138000.0
Volkswagen,sedan,210,5.0,Diesel,yes,2004,Phaeton,full,10500.0
Hyundai,vagon,159,1.6,Other,yes,2011,i30,front,9900.0
Mercedes-Benz,van,0,2.2,Diesel,yes,2016,V 250,full,107000.0
VAZ,crossover,115,1.7,Petrol,yes,1995,2121,full,2900.0
Mercedes-Benz,van,200,2.3,Diesel,yes,1999,Vito ïàññ.,front,6900.0
Renault,van,54,66.0,Other,yes,2012,Kangoo ïàññ.,front,14999.0
Mitsubishi,crossover,112,3.0,Gas,yes,2008,Pajero Wagon,full,18000.0
Honda,sedan,90,2.4,Petrol,yes,2010,Accord,front,17100.0
Toyota,sedan,155,2.6290927510130397,Petrol,yes,2006,Camry,front,14699.0
Nissan,hatch,8,1.4,Petrol,yes,2013,Note,front,11000.0
Opel,other,2,1.3,Petrol,yes,1986,Kadett,front,1400.0
Audi,vagon,255,2.5,Diesel,yes,2005,A6 Allroad,full,12900.0
Skoda,sedan,125,2.0,Petrol,yes,2008,Octavia A5,front,8800.0
BMW,crossover,116,2.6290927510130397,Petrol,yes,2008,X5,full,28000.0
Volkswagen,other,248,1.9,Diesel,yes,2010,T5 (Transporter) ïàññ.,front,12300.0
Lexus,crossover,125,3.5,Petrol,yes,2013,RX 350,full,45000.0
Mercedes-Benz,sedan,273,2.7,Diesel,yes,2000,E-Class,rear,9150.0
Audi,vagon,316,2.6,Gas,yes,1997,A6,full,6200.0
VAZ,vagon,111,1.6,Gas,yes,2012,2171,front,4600.0
Peugeot,sedan,205,2.2,Gas,yes,2004,407,front,7350.0
Renault,vagon,280,19.0,Diesel,yes,2000,Kangoo ãðóç.,front,2950.0
Audi,sedan,285,2.6290927510130397,Gas,no,1996,A8,full,3250.0
Volkswagen,vagon,122,1.4,Gas,yes,2013,Touran,front,13900.0
Ford,vagon,260,1.8,Diesel,yes,2008,Focus,front,8900.0
VAZ,hatch,97,1.6,Petrol,yes,2008,2112,front,3900.0
BMW,sedan,45,2.0,Petrol,yes,2013,320,full,34500.0
Mercedes-Benz,van,250,2.2,Diesel,yes,2005,Vito ïàññ.,rear,11000.0
Toyota,sedan,195,2.4,Gas,yes,2004,Camry,front,8400.0
Ford,sedan,200,3.0,Gas,yes,1993,Taurus,front,2200.0
Chevrolet,sedan,205,1.8,Gas,yes,2005,Lacetti,front,6100.0
