фотки,площадь_квартиры,дата_публикаци,комнаты,потолки,этажность,жил_площадь,этаж,апартаменты,студия,свободная_планировка,площадь_кухни,балконы,населенный_пункт,до_аэропорта,до_центра_города,парки,до_парка,водоемы,до_водоема,количество_дней_публикации,стоимость
8,54.6,2018-03-07,2,2.54,10,29.2,2,1,0,0,8.1,2,Санкт-Петербург,34018.0,14320.0,1,463.0,2,510.0,7,5600000.0
5,93.0,2017-10-02,2,3.0,6,44.5,5,1,0,0,21.0,2,Санкт-Петербург,32305.0,5397.0,2,563.0,3,644.0,126,26800000.0
6,37.0,2016-10-10,1,2.65,12,17.0,5,1,0,0,10.0,2,Санкт-Петербург,11125.0,14501.0,0,490.8307291666667,0,518.0439233817701,335,5000000.0
14,69.5,2018-03-17,2,3.0,6,35.8,2,1,0,0,14.4,0,Санкт-Петербург,22947.0,2488.0,0,490.8307291666667,0,518.0439233817701,100,14300000.0
9,67.0,2018-03-26,3,2.65,6,41.0,6,1,0,0,8.0,2,Петергоф,45958.0,34425.0,1,589.0,0,518.0439233817701,21,4450000.0
10,72.4,2019-02-13,3,2.7,9,42.4,1,1,0,0,8.0,1,Гатчина,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,4100000.0
13,37.4,2018-11-12,1,2.7,17,18.6,12,1,0,0,10.7,2,Санкт-Петербург,33592.0,14691.0,0,490.8307291666667,2,611.0,10,5400000.0
16,52.0,2017-06-02,2,2.55,10,28.8,8,1,0,0,8.2,0,Санкт-Петербург,35412.0,15713.0,1,342.0,3,142.0,95,5150000.0
11,42.0,2016-10-17,1,2.65,16,17.0,7,1,0,0,10.0,1,Санкт-Петербург,18641.0,22066.0,0,490.8307291666667,1,849.0,483,3599000.0
13,55.0,2019-04-01,2,2.75,16,30.0,13,1,0,0,10.0,0,Санкт-Петербург,19359.0,22783.0,0,490.8307291666667,1,277.0,95,5320000.0
6,58.2,2017-06-18,2,2.65,16,31.3,6,1,0,0,13.4,0,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,15,2995000.0
4,73.77,2018-06-01,3,2.65,25,41.98,2,1,0,0,9.9,2,Санкт-Петербург,38786.0,15658.0,0,490.8307291666667,0,518.0439233817701,83,6990000.0
4,43.0,2017-05-23,1,2.65,14,18.0,9,0,0,0,10.0,1,Санкт-Петербург,33623.0,14722.0,0,490.8307291666667,1,506.0,45,3500000.0
7,123.2,2018-10-19,5,2.65,5,81.4,2,1,0,0,16.8,0,Санкт-Петербург,22068.0,3334.0,0,490.8307291666667,1,802.0,54,11300000.0
10,41.0,2017-08-31,1,2.65,17,30.5,3,1,0,0,10.5,1,Санкт-Петербург,33592.0,14691.0,0,490.8307291666667,2,611.0,5,4500000.0
2,45.1,2018-11-09,2,2.5,5,27.9,4,1,0,0,5.4,1,деревня Фалилеево,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,128,600000.0
20,65.6,2017-06-19,2,2.56,7,38.4,1,1,0,0,13.0,0,Санкт-Петербург,33328.0,13713.0,0,490.8307291666667,2,95.0,311,7980000.0
5,47.0,2017-07-25,1,3.0,20,20.0,15,1,0,0,11.0,1,Санкт-Петербург,39357.0,10581.0,2,288.0,3,311.0,93,6700000.0
10,32.76,2018-10-10,1,2.65,5,15.0,3,1,0,0,9.1,0,Санкт-Петербург,47303.0,25865.0,1,400.0,1,492.0,136,3724812.0
13,33.95,2019-04-11,1,2.65,19,10.52,14,1,0,0,14.97,0,Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,3797250.0
20,61.0,2017-09-26,3,2.65,5,41.3,4,1,0,0,8.3,0,Санкт-Петербург,13860.0,9650.0,1,242.0,1,753.0,105,5999000.0
10,47.7,2018-07-10,2,2.8,2,33.0,2,1,0,0,4.6,0,поселок городского типа Рахья,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,28,2750000.0
14,88.3,2019-03-25,4,2.65,9,67.9,1,1,0,0,8.0,0,Санкт-Петербург,50563.0,15192.0,0,490.8307291666667,0,518.0439233817701,95,8650000.0
20,66.5,2017-12-08,2,2.75,24,32.0,9,1,0,0,9.2,1,Санкт-Петербург,32866.0,13783.0,0,490.8307291666667,1,836.0,123,7000000.0
6,75.0,2018-12-18,3,3.2,5,51.0,5,1,0,0,10.0,0,Санкт-Петербург,27477.0,9365.0,0,490.8307291666667,2,585.0,27,6400000.0
9,68.0,2016-04-08,3,3.2,6,48.0,5,0,0,0,7.6,1,Санкт-Петербург,21758.0,5218.0,1,218.0,2,203.0,160,7290000.0
18,47.0,2019-02-19,1,2.65,8,17.3,3,0,0,0,14.4,0,Санкт-Петербург,43396.0,12248.0,1,392.0,0,518.0439233817701,95,5690000.0
15,67.0,2018-03-19,5,2.5,5,28.0,1,1,0,0,7.0,0,Санкт-Петербург,12287.0,13614.0,0,490.8307291666667,1,611.0,107,4900000.0
12,42.0,2019-04-26,1,2.64,17,17.0,14,1,0,0,12.0,0,Санкт-Петербург,14932.0,11348.0,1,36.0,1,274.0,95,5705000.0
16,39.9,2018-11-13,1,2.75,17,16.6,5,1,0,0,10.9,1,Санкт-Петербург,13292.0,14847.0,0,490.8307291666667,0,518.0439233817701,95,5840000.0
2,98.0,2018-11-15,4,3.5,6,57.3,2,1,0,0,15.9,0,Санкт-Петербург,31215.0,4194.0,1,83.0,3,498.0,10,9200000.0
9,83.0,2017-05-05,3,2.65,11,43.0,9,1,0,0,12.0,0,посёлок Шушары,11637.0,17424.0,0,490.8307291666667,0,518.0439233817701,14,6500000.0
11,44.0,2018-02-22,1,2.65,12,16.4,10,1,0,0,10.0,0,Санкт-Петербург,49584.0,15289.0,0,490.8307291666667,0,518.0439233817701,278,4600000.0
7,62.0,2018-11-19,3,2.5,9,42.7,9,1,0,0,8.5,0,Санкт-Петербург,46607.0,15213.0,0,490.8307291666667,0,518.0439233817701,14,6600000.0
8,32.0,2018-03-08,1,2.6,4,18.0,2,1,0,0,6.0,0,Пушкин,14603.0,26756.0,0,490.8307291666667,0,518.0439233817701,218,3080000.0
0,33.0,2017-02-08,1,2.65,22,18.0,5,0,0,0,6.5,0,Санкт-Петербург,9258.0,10592.0,1,458.0,0,518.0439233817701,45,4299000.0
11,45.5,2017-10-18,2,2.57,9,27.0,7,1,0,0,6.2,0,Санкт-Петербург,36627.0,11088.0,0,490.8307291666667,1,908.0,35,4100000.0
20,61.3,2018-02-01,2,2.65,24,33.0,12,1,0,0,12.0,0,Санкт-Петербург,10663.0,12738.0,0,490.8307291666667,0,518.0439233817701,330,9975000.0
2,47.13,2017-02-08,1,2.8,25,24.83,8,0,0,0,11.3,2,Санкт-Петербург,40941.0,9632.0,3,641.0,0,518.0439233817701,164,4670000.0
13,39.0,2015-11-10,1,2.65,12,20.0,12,1,0,0,9.1,0,Санкт-Петербург,14957.0,13753.0,0,490.8307291666667,0,518.0439233817701,256,3750000.0
14,33.0,2017-08-28,1,2.65,19,15.2,13,1,0,0,9.0,0,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,168,3099000.0
10,44.0,2017-12-24,2,2.7,5,30.0,4,1,0,0,6.0,1,посёлок Сосново,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,45,2500000.0
9,90.0,2016-04-26,4,2.8,3,70.0,2,1,0,0,15.0,0,Коммунар,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,155,4400000.0
19,65.6,2017-08-15,2,4.1,4,33.0,3,1,0,0,9.0,0,Санкт-Петербург,24437.0,4269.0,0,490.8307291666667,1,682.0,589,9998000.0
18,57.4,2016-05-02,2,2.5,10,30.0,4,1,0,0,8.3,2,Коммунар,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,759,3550000.0
3,75.1,2017-10-03,2,2.7,10,40.4,9,0,0,0,14.0,0,Санкт-Петербург,23639.0,5164.0,0,490.8307291666667,1,756.0,45,7685993.0
10,46.0,2018-09-05,2,2.5,5,28.0,3,1,0,0,7.0,1,деревня Бегуницы,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,45,2100000.0
7,56.3,2017-06-19,2,3.0,5,36.3,5,0,0,0,8.1,1,Санкт-Петербург,11893.0,9650.0,1,437.0,3,476.0,60,7200000.0
8,32.0,2018-02-04,1,2.65,2,20.0,2,1,0,0,7.0,0,Зеленогорск,72713.0,59052.0,3,148.0,1,671.0,24,4250000.0
1,87.69,2016-02-20,3,2.65,25,42.0,5,1,0,0,14.31,0,Санкт-Петербург,7016.0,13230.0,1,731.0,0,518.0439233817701,719,9133890.0
5,39.0,2017-12-01,1,2.65,9,19.0,5,1,0,0,11.0,0,посёлок Шушары,18399.0,29646.0,0,490.8307291666667,0,518.0439233817701,372,2100000.0
13,72.0,2018-11-19,3,2.65,12,44.4,9,1,0,0,8.1,0,Санкт-Петербург,33080.0,11357.0,0,490.8307291666667,0,518.0439233817701,95,6100000.0
7,37.4,2018-01-22,1,2.5,14,21.3,12,1,0,0,7.8,0,Санкт-Петербург,43961.0,16464.0,0,490.8307291666667,0,518.0439233817701,233,3880000.0
0,57.0,2017-09-27,3,2.65,5,43.0,1,1,0,0,5.0,0,Гатчина,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,213,2900000.0
8,91.0,2016-04-19,3,2.8,25,45.5,24,1,0,0,12.5,0,Санкт-Петербург,51340.0,15363.0,0,490.8307291666667,1,853.0,178,13000000.0
12,44.0,2017-11-10,2,2.6,5,28.0,1,1,0,0,6.0,0,Колпино,24332.0,30119.0,1,610.0,0,518.0439233817701,74,2800000.0
14,36.2,2016-03-29,1,2.75,6,15.5,6,1,0,0,9.5,2,Санкт-Петербург,10638.0,12082.0,1,392.0,1,657.0,679,4750000.0
4,34.0,2017-09-18,1,2.8,5,18.0,4,1,0,0,8.0,0,посёлок Парголово,53042.0,22968.0,0,490.8307291666667,3,282.0,45,2710000.0
10,36.4,2018-03-24,1,2.8,17,17.8,11,1,0,0,10.8,0,Санкт-Петербург,12537.0,13777.0,1,48.0,0,518.0439233817701,98,4600000.0
5,50.0,2018-02-01,2,2.65,25,31.34247675024535,14,1,0,0,9.1,0,посёлок Шушары,13461.0,19247.0,0,490.8307291666667,1,351.0,52,4900000.0
20,90.0,2019-03-07,3,2.6,16,55.5,12,1,0,0,8.5,3,Санкт-Петербург,21297.0,14515.0,1,835.0,2,839.0,20,8600000.0
0,41.0,2018-02-01,1,2.65,25,16.3,16,1,0,0,14.5,2,посёлок Парголово,52726.0,18900.0,0,490.8307291666667,0,518.0439233817701,99,4100000.0
4,52.0,2018-08-16,2,2.6,3,31.0,1,1,0,0,9.0,1,поселок Гладкое,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,45,1600000.0
6,32.5,2017-02-06,1,2.65,12,14.3,11,1,0,0,7.4,0,Санкт-Петербург,31552.0,12062.0,0,490.8307291666667,0,518.0439233817701,162,2700000.0
7,62.6,2017-12-16,2,2.65,15,37.9,5,1,0,0,10.0,5,Санкт-Петербург,27105.0,8919.0,0,490.8307291666667,0,518.0439233817701,60,5600000.0
6,36.0,2017-03-20,1,2.7,17,16.0,13,1,0,0,11.0,0,Санкт-Петербург,36080.0,12409.0,1,391.0,2,442.0,356,3759000.0
5,77.0,2017-06-05,2,2.65,8,41.6,3,1,0,0,15.0,0,Санкт-Петербург,26398.0,7359.0,3,257.0,2,566.0,155,22200000.0
12,49.0,2016-05-23,4,2.65,5,38.0,4,1,0,0,5.0,0,Санкт-Петербург,10266.0,11802.0,0,490.8307291666667,0,518.0439233817701,99,3750000.0
3,30.0,2017-11-20,1,2.5,5,16.0,3,1,0,0,7.0,0,Санкт-Петербург,21973.0,14703.0,0,490.8307291666667,0,518.0439233817701,83,2695000.0
13,43.0,2018-02-09,1,2.75,25,17.0,4,1,0,0,13.0,1,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,56,4150000.0
15,102.0,2018-02-23,3,2.65,4,54.85969304343013,4,1,0,0,9.1,0,Кингисепп,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,45,4350000.0
6,45.0,2017-05-22,1,2.8,16,20.1,9,0,0,0,12.2,2,Санкт-Петербург,13839.0,15091.0,0,490.8307291666667,1,140.0,129,4500000.0
8,51.0,2018-08-02,2,2.5,9,30.0,8,1,0,0,8.0,0,посёлок городского типа Кузьмоловский,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,138,3600000.0
0,35.0,2017-11-21,1,2.65,14,20.0,5,1,0,0,7.0,0,Колпино,25618.0,31404.0,0,490.8307291666667,0,518.0439233817701,8,2450000.0
5,39.0,2018-01-12,1,2.65,10,17.0,5,1,0,0,10.5,0,Санкт-Петербург,15985.0,15381.0,1,933.0,0,518.0439233817701,53,4550000.0
10,55.0,2015-06-15,2,2.65,16,32.0,1,1,0,0,10.5,0,Санкт-Петербург,38854.0,14137.0,0,490.8307291666667,0,518.0439233817701,1057,4750000.0
4,113.9,2016-05-23,4,2.65,8,70.4,3,1,0,0,12.0,0,Санкт-Петербург,17674.0,16470.0,1,398.0,2,563.0,653,8990000.0
17,87.4,2018-09-28,3,2.65,15,52.4,8,1,0,0,12.3,0,Санкт-Петербург,37593.0,13114.0,1,570.0,3,502.0,95,15300000.0
9,79.6,2016-05-19,3,2.7,5,43.1,5,1,0,0,10.0,2,Всеволожск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,5400000.0
2,98.0,2017-02-10,4,2.8,9,68.5,7,1,0,0,11.0,5,Красное Село,25413.0,28837.0,0,490.8307291666667,0,518.0439233817701,247,6200000.0
10,82.0,2017-12-03,3,2.75,9,49.3,8,1,0,0,10.2,1,Всеволожск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,136,4500000.0
20,63.0,2019-04-05,2,2.65,5,30.0,1,1,0,0,8.5,0,Сосновый Бор,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,4500000.0
11,97.0,2017-06-15,3,2.75,14,53.3,2,1,0,0,17.7,2,Санкт-Петербург,39660.0,12480.0,1,130.0,0,518.0439233817701,242,14500000.0
7,38.0,2018-03-24,1,2.65,5,24.738057911363253,5,1,0,0,9.1,0,Пикалёво,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,45,750000.0
13,61.3,2015-05-08,4,2.65,5,44.91,1,1,0,0,5.29,0,Приозерск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,2590000.0
9,76.0,2017-07-24,3,2.65,5,47.5,3,1,0,0,9.0,2,Выборг,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,139,3700000.0
6,56.0,2017-12-21,2,2.65,12,35.0,6,1,0,0,9.0,0,Санкт-Петербург,31125.0,8418.0,0,490.8307291666667,2,474.0,33,5700000.0
17,48.0,2017-10-25,1,2.8,9,19.0,4,1,0,0,11.5,2,Всеволожск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,246,3200000.0
8,64.0,2017-03-23,3,2.5,9,39.6,1,1,0,0,10.0,0,Санкт-Петербург,12471.0,15062.0,0,490.8307291666667,1,861.0,238,4900000.0
16,63.4,2018-06-21,2,2.6,9,35.7,4,1,0,0,10.3,0,посёлок Шушары,23177.0,28963.0,0,490.8307291666667,1,1050.0,26,4399000.0
15,33.4,2018-02-09,1,2.65,10,16.0,4,1,0,0,9.0,0,Колпино,27223.0,33009.0,1,2131.0,2,209.0,32,3000000.0
2,35.74,2018-07-16,1,2.67,12,16.61,10,1,0,0,10.49,2,Санкт-Петербург,26136.0,22265.0,0,490.8307291666667,0,518.0439233817701,35,3720000.0
13,38.0,2017-01-17,2,2.55,5,23.0,1,0,0,0,7.5,0,Санкт-Петербург,17921.0,13746.0,0,490.8307291666667,0,518.0439233817701,457,3499000.0
11,104.3,2018-10-03,4,3.0,5,75.4,3,1,0,0,8.4,0,Санкт-Петербург,14408.0,8328.0,0,490.8307291666667,0,518.0439233817701,95,9290000.0
1,25.15,2016-06-01,1,2.65,10,13.60170842781982,7,1,0,0,9.1,0,Санкт-Петербург,8426.0,12082.0,2,24.0,1,271.0,78,2925000.0
6,42.0,2018-09-16,1,2.65,16,20.0,13,1,0,0,11.0,0,Санкт-Петербург,19201.0,20913.0,0,490.8307291666667,2,435.0,10,3750000.0
17,55.6,2019-02-12,2,2.54,14,34.0,2,1,0,0,7.6,5,Санкт-Петербург,6989.0,13205.0,1,535.0,0,518.0439233817701,95,6200000.0
12,42.97,2017-08-03,1,2.65,19,20.0,7,1,0,0,12.0,2,Санкт-Петербург,18881.0,17734.0,0,490.8307291666667,2,210.0,172,5250000.0
6,55.0,2019-03-12,2,2.6,6,30.8,1,1,0,0,5.0,2,Сестрорецк,55893.0,32823.0,0,490.8307291666667,1,468.0,95,5500000.0
8,30.5,2017-10-09,1,2.55,9,17.8,1,1,0,0,6.2,0,Санкт-Петербург,14852.0,16447.0,0,490.8307291666667,1,237.0,58,2600000.0
7,107.0,2017-09-30,3,2.65,9,56.4,3,1,0,0,14.0,2,Санкт-Петербург,32863.0,4964.0,1,681.0,0,518.0439233817701,90,14500000.0
7,39.0,2019-01-23,1,2.75,12,19.0,7,0,0,0,8.0,2,Санкт-Петербург,37634.0,12572.0,0,490.8307291666667,0,518.0439233817701,27,5300000.0
6,34.9,2018-02-25,1,2.5,4,18.7,4,1,0,0,5.3,1,Коммунар,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,15,1990000.0
6,43.2,2018-03-28,2,2.65,5,27.3,3,1,0,0,5.4,0,поселок Селезнёво,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,12,1500000.0
12,108.0,2018-02-20,3,2.65,24,69.28733523915055,10,1,0,0,9.1,0,Санкт-Петербург,33367.0,14445.0,0,490.8307291666667,0,518.0439233817701,328,14900000.0
11,30.9,2017-09-16,1,2.5,5,17.3,2,1,0,0,5.5,1,Гатчина,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,83,1880000.0
9,57.8,2018-03-13,3,3.0,6,37.2,5,1,0,0,8.0,0,Санкт-Петербург,19417.0,3826.0,1,561.0,1,48.0,43,5100000.0
20,97.7,2018-10-22,3,3.0,11,56.4,10,1,0,0,17.0,1,Санкт-Петербург,17787.0,16825.0,1,875.0,2,24.0,95,16650000.0
10,35.4,2017-08-13,1,2.65,27,18.22545582818801,1,1,0,0,10.3,0,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,474,3233007.0
9,131.9,2018-09-20,4,2.65,4,77.35,3,1,0,0,12.76,0,деревня Кальтино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,182,6529500.0
1,80.0,2017-01-21,3,2.65,5,56.0,1,1,0,0,9.0,0,Санкт-Петербург,39119.0,10822.0,0,490.8307291666667,0,518.0439233817701,81,8999000.0
20,110.0,2017-08-11,3,3.0,5,87.88796214898962,3,1,0,0,9.1,1,Санкт-Петербург,20283.0,4022.0,1,612.0,1,437.0,95,18900000.0
3,169.2,2017-09-10,4,3.3,16,111.86,4,1,0,0,15.07,0,Санкт-Петербург,37434.0,8460.0,1,441.0,2,427.0,95,21161062.0
14,50.6,2016-11-08,2,2.5,5,30.1,3,1,0,0,6.7,1,Пушкин,14466.0,26619.0,0,490.8307291666667,0,518.0439233817701,881,5790000.0
14,65.2,2018-08-07,3,2.65,9,42.7,6,1,0,0,10.0,0,Санкт-Петербург,27853.0,11676.0,2,300.0,1,953.0,240,6200000.0
2,37.0,2017-10-22,1,2.65,25,35.0,8,1,0,0,16.0,0,Санкт-Петербург,18053.0,16077.0,0,490.8307291666667,0,518.0439233817701,155,3247000.0
9,51.0,2018-07-21,2,3.0,7,19.0,5,1,0,0,21.0,0,Санкт-Петербург,11518.0,10052.0,0,490.8307291666667,2,794.0,127,8000000.0
16,141.2,2015-07-04,4,2.65,10,93.1,3,1,0,0,17.0,0,Санкт-Петербург,26609.0,5457.0,0,490.8307291666667,2,356.0,378,25835000.0
19,30.0,2018-03-26,1,2.5,9,17.0,5,1,0,0,6.0,0,Колпино,25508.0,31294.0,1,61.0,0,518.0439233817701,52,2600000.0
15,40.4,2017-08-08,1,2.55,10,10.7,8,1,0,0,18.6,1,Санкт-Петербург,14017.0,15096.0,0,490.8307291666667,0,518.0439233817701,235,4050000.0
5,107.4,2017-11-12,4,2.6,16,67.8,5,1,0,0,13.5,5,Санкт-Петербург,33623.0,14722.0,0,490.8307291666667,1,506.0,96,9390000.0
3,284.0,2018-02-01,4,2.65,6,130.3,5,1,0,0,35.0,0,Санкт-Петербург,18748.0,4341.0,0,490.8307291666667,0,518.0439233817701,145,26450000.0
14,64.0,2017-12-14,2,2.65,25,30.06319198492921,19,1,0,0,9.1,0,посёлок Шушары,13931.0,19717.0,0,490.8307291666667,1,582.0,133,4700000.0
9,47.0,2017-12-16,2,2.65,5,28.659249944438034,5,1,0,0,9.1,0,посёлок городского типа Кузнечное,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,38,1400000.0
20,35.1,2019-02-20,1,2.7,9,18.3,4,1,0,0,7.0,0,Санкт-Петербург,13608.0,16199.0,0,490.8307291666667,0,518.0439233817701,15,3990000.0
9,66.0,2018-03-31,2,2.7,10,37.0,9,1,0,0,11.0,2,посёлок Шушары,12005.0,17791.0,0,490.8307291666667,0,518.0439233817701,145,5970000.0
8,47.0,2017-07-13,1,2.65,19,12.5,5,1,0,0,20.2,2,Санкт-Петербург,19499.0,4844.0,0,490.8307291666667,1,503.0,180,6900000.0
7,57.2,2018-05-25,2,2.6,10,30.0,1,0,0,0,11.0,0,Санкт-Петербург,29493.0,10708.0,1,672.0,0,518.0439233817701,95,5400000.0
11,74.8,2018-08-13,3,2.5,9,45.0,4,1,0,0,17.0,0,Санкт-Петербург,43713.0,16217.0,1,325.0,0,518.0439233817701,108,6800000.0
10,64.0,2018-08-27,2,2.75,25,33.0,8,1,0,0,10.0,0,Санкт-Петербург,36413.0,11001.0,0,490.8307291666667,0,518.0439233817701,23,7700000.0
10,58.13,2018-10-10,3,2.65,10,31.0,9,1,0,0,9.1,0,Санкт-Петербург,47303.0,25865.0,1,400.0,1,492.0,135,5386325.0
17,190.0,2019-02-10,5,3.0,7,130.0,6,1,0,0,25.0,0,Санкт-Петербург,21179.0,1032.0,3,238.0,3,31.0,18,95000000.0
1,44.3,2018-11-06,1,2.65,5,19.777116561886395,4,1,0,0,9.1,0,Санкт-Петербург,46355.0,16611.0,0,490.8307291666667,0,518.0439233817701,14,4253000.0
6,27.32,2017-09-29,0,2.7,15,18.7,15,1,0,1,9.1,0,Никольское,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,116,1315000.0
19,79.0,2017-12-07,3,3.0,7,54.0,7,1,0,0,9.5,0,Санкт-Петербург,11477.0,8381.0,1,234.0,3,491.0,316,9830000.0
6,58.0,2018-03-22,3,2.5,5,37.81585839823185,5,0,0,0,9.0,3,Ивангород,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,7,2000000.0
12,70.0,2017-11-18,3,2.65,25,42.0,23,1,0,0,10.2,2,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,118,5750000.0
6,135.0,2017-04-18,4,2.65,21,78.0,20,1,0,0,13.0,0,Санкт-Петербург,17950.0,16952.0,1,679.0,3,361.0,170,15786435.0
14,169.3,2015-06-18,4,3.0,8,95.4,4,1,0,0,22.5,0,Санкт-Петербург,26398.0,6737.0,3,251.0,2,599.0,571,72375000.0
16,171.0,2017-07-31,3,2.55,11,80.0,10,1,0,0,45.0,0,Санкт-Петербург,31118.0,7257.0,1,241.0,1,230.0,95,17850000.0
17,72.0,2019-03-24,3,2.5,5,43.2,4,1,0,0,8.6,0,Приозерск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,3500000.0
11,52.2,2018-11-21,2,2.5,9,27.3,6,1,0,0,8.0,0,Санкт-Петербург,39650.0,12553.0,0,490.8307291666667,0,518.0439233817701,90,4600000.0
4,33.8,2018-02-21,1,2.5,9,19.0,8,1,0,0,7.1,0,Санкт-Петербург,45657.0,16608.0,1,548.0,0,518.0439233817701,17,3190000.0
17,98.1,2017-07-23,4,2.65,10,60.8,9,1,0,0,8.3,0,посёлок Мурино,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,245,5900000.0
2,83.0,2019-03-21,3,2.65,9,55.0,9,1,0,0,10.0,0,посёлок Парголово,53763.0,23688.0,0,490.8307291666667,2,620.0,95,5850000.0
4,73.0,2018-04-19,3,2.5,5,49.0,1,1,0,0,14.0,5,Кириши,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,95,2950000.0
7,56.7,2017-04-14,2,2.88,5,33.8,2,1,0,0,8.8,0,Санкт-Петербург,15875.0,8872.0,1,497.0,1,1207.0,453,5500000.0
11,54.35,2018-04-04,1,2.6,25,22.0,11,1,0,0,17.9,1,посёлок Парголово,61695.0,20851.0,0,490.8307291666667,0,518.0439233817701,103,3370000.0
6,80.5,2017-06-02,3,2.65,9,49.3,9,1,0,0,12.4,0,Всеволожск,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,89,4500000.0
10,42.0,2018-01-11,2,2.5,5,29.0,3,1,0,0,6.0,1,Кириши,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,372,1350000.0
9,24.0,2018-10-20,1,2.65,22,18.0,8,1,0,0,9.1,0,Кудрово,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,60,2540000.0
17,69.0,2018-02-16,3,2.55,3,42.0,1,1,0,0,11.0,2,поселок Войсковицы,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,290,2250000.0
0,58.2,2016-03-29,3,2.5,9,39.8,4,0,0,0,6.2,2,Санкт-Петербург,50014.0,15719.0,0,490.8307291666667,0,518.0439233817701,370,4650000.0
17,54.0,2019-02-07,2,3.0,2,40.0,1,1,0,0,7.5,0,Сланцы,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,78,550000.0
4,36.0,2017-06-18,1,2.0,17,15.2,12,1,0,0,10.1,0,посёлок Металлострой,25268.0,26980.0,0,490.8307291666667,0,518.0439233817701,53,3300000.0
10,50.7,2017-02-19,2,2.5,14,31.0,6,0,0,0,8.0,1,Санкт-Петербург,49587.0,16425.0,1,215.0,0,518.0439233817701,81,4890000.0
19,53.0,2017-10-03,2,2.7,9,24.87833849190976,9,1,0,0,9.1,0,Санкт-Петербург,21137.0,13382.0,2,472.0,0,518.0439233817701,168,5350000.0
11,45.8,2017-04-15,2,2.5,9,28.6,9,0,0,0,7.0,2,Санкт-Петербург,31476.0,12635.0,0,490.8307291666667,0,518.0439233817701,73,3950000.0
13,41.0,2018-03-07,1,2.65,9,20.3,6,1,0,0,9.3,2,Санкт-Петербург,29035.0,6407.0,1,562.0,0,518.0439233817701,90,4785000.0
6,44.0,2018-09-11,2,2.5,5,27.03612866668045,1,1,0,0,6.0,0,Луга,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,63,1900000.0
3,37.0,2016-09-02,1,2.65,25,13.76,10,1,0,0,9.8,0,посёлок Парголово,52996.0,19143.0,0,490.8307291666667,0,518.0439233817701,417,3450000.0
29,107.0,2018-02-01,3,2.65,3,50.6,2,1,0,0,22.9,0,деревня Юкки,28878.60750361694,14234.907334738264,0,490.8307291666667,0,518.0439233817701,47,9000000.0
